Date/Time, Total Electric Demand Power
2016/5/31 0:00,925321.6078
2016/5/31 1:00,922988.9155
2016/5/31 2:00,913791.0112
2016/5/31 3:00,923606.6408
2016/5/31 4:00,922087.6128
2016/5/31 5:00,956903.1518
2016/5/31 6:00,972028.6963
2016/5/31 7:00,1656818.278
2016/5/31 8:00,2334870.581
2016/5/31 9:00,2120542.284
2016/5/31 10:00,2029327.151
2016/5/31 11:00,2119665.462
2016/5/31 12:00,2251197.289
2016/5/31 13:00,2237853.302
2016/5/31 14:00,2002611.649
2016/5/31 15:00,2100367.835
2016/5/31 16:00,2184200.017
2016/5/31 17:00,2115374.682
2016/5/31 18:00,1340570.257
2016/5/31 19:00,1196069.328
2016/5/31 20:00,1175732.844
2016/5/31 21:00,1189001.496
2016/5/31 22:00,976877.377
2016/5/31 23:00,1037467.192
2016/6/1 0:00,936020.0679
2016/6/1 1:00,939391.5571
2016/6/1 2:00,940692.8871
2016/6/1 3:00,941221.1661
2016/6/1 4:00,948662.3424
2016/6/1 5:00,1007886.76
2016/6/1 6:00,1043997.732
2016/6/1 7:00,1671005.493
2016/6/1 8:00,2376373.42
2016/6/1 9:00,2161076.395
2016/6/1 10:00,2046619.782
2016/6/1 11:00,2129947.933
2016/6/1 12:00,2287180.494
2016/6/1 13:00,2303167.68
2016/6/1 14:00,2029743.119
2016/6/1 15:00,2127876.927
2016/6/1 16:00,2236380.502
2016/6/1 17:00,2246402.491
2016/6/1 18:00,1415128.107
2016/6/1 19:00,1270178.448
2016/6/1 20:00,1239936.442
2016/6/1 21:00,1231314.882
2016/6/1 22:00,999909.6051
2016/6/1 23:00,1064627.182
2016/6/2 0:00,947459.3382
2016/6/2 1:00,951927.9019
2016/6/2 2:00,948527.5213
2016/6/2 3:00,950363.5531
2016/6/2 4:00,950412.3677
2016/6/2 5:00,991606.2744
2016/6/2 6:00,1018606.898
2016/6/2 7:00,1730857.676
2016/6/2 8:00,2380961.423
2016/6/2 9:00,2152691.692
2016/6/2 10:00,2017489.977
2016/6/2 11:00,2119293.303
2016/6/2 12:00,2277995.571
2016/6/2 13:00,2345550.892
2016/6/2 14:00,2118034.235
2016/6/2 15:00,2266007.839
2016/6/2 16:00,2352843.975
2016/6/2 17:00,2299969.925
2016/6/2 18:00,1491172.587
2016/6/2 19:00,1343899.828
2016/6/2 20:00,1321591.685
2016/6/2 21:00,1312694.047
2016/6/2 22:00,1096404.861
2016/6/2 23:00,1145001.381
2016/6/3 0:00,1033136.472
2016/6/3 1:00,1035725.027
2016/6/3 2:00,1028299.413
2016/6/3 3:00,1030790.845
2016/6/3 4:00,1032636.383
2016/6/3 5:00,1020175.732
2016/6/3 6:00,1046609.926
2016/6/3 7:00,1762321.582
2016/6/3 8:00,2469845.293
2016/6/3 9:00,2225060.092
2016/6/3 10:00,2112956.537
2016/6/3 11:00,2174517.992
2016/6/3 12:00,2274012.191
2016/6/3 13:00,2352960.604
2016/6/3 14:00,2115433.333
2016/6/3 15:00,2214826.395
2016/6/3 16:00,2301256.774
2016/6/3 17:00,2270527.741
2016/6/3 18:00,1722183.714
2016/6/3 19:00,1593158.277
2016/6/3 20:00,1587572.962
2016/6/3 21:00,1591089.853
2016/6/3 22:00,1427390.329
2016/6/3 23:00,1503458.99
2016/6/4 0:00,1373598.281
2016/6/4 1:00,1374666.072
2016/6/4 2:00,1381155.338
2016/6/4 3:00,1386489.688
2016/6/4 4:00,1391178
2016/6/4 5:00,1367009.542
2016/6/4 6:00,1378572.596
2016/6/4 7:00,1598181.997
2016/6/4 8:00,1595137.727
2016/6/4 9:00,1668945.944
2016/6/4 10:00,1646216.772
2016/6/4 11:00,1714123.969
2016/6/4 12:00,1673902.443
2016/6/4 13:00,1632887.917
2016/6/4 14:00,1572372.276
2016/6/4 15:00,1513209.683
2016/6/4 16:00,1509326.874
2016/6/4 17:00,1405549.404
2016/6/4 18:00,1346226.946
2016/6/4 19:00,1349756.383
2016/6/4 20:00,1354345.297
2016/6/4 21:00,1360710.632
2016/6/4 22:00,1366325.849
2016/6/4 23:00,1371543.543
2016/6/5 0:00,1377273.937
2016/6/5 1:00,1382904.281
2016/6/5 2:00,1388497.537
2016/6/5 3:00,1394149.955
2016/6/5 4:00,1399001.21
2016/6/5 5:00,1360583.88
2016/6/5 6:00,1343997.481
2016/6/5 7:00,1344214.15
2016/6/5 8:00,1341499.625
2016/6/5 9:00,1340388.021
2016/6/5 10:00,1338528.315
2016/6/5 11:00,1330463.327
2016/6/5 12:00,1319409.674
2016/6/5 13:00,1366970.907
2016/6/5 14:00,1364316.928
2016/6/5 15:00,1349169.417
2016/6/5 16:00,1348479.482
2016/6/5 17:00,1349942.115
2016/6/5 18:00,1360536.241
2016/6/5 19:00,1359128.118
2016/6/5 20:00,1367333.584
2016/6/5 21:00,1372945.527
2016/6/5 22:00,1378444.932
2016/6/5 23:00,1384261.696
2016/6/6 0:00,1410709.098
2016/6/6 1:00,1443342.655
2016/6/6 2:00,1447180.405
2016/6/6 3:00,1454182.056
2016/6/6 4:00,1464271.958
2016/6/6 5:00,1032357.263
2016/6/6 6:00,1030412.482
2016/6/6 7:00,1712196.703
2016/6/6 8:00,2398171.334
2016/6/6 9:00,2124566.6
2016/6/6 10:00,1994289.132
2016/6/6 11:00,2074029.268
2016/6/6 12:00,2208211.153
2016/6/6 13:00,2239313.035
2016/6/6 14:00,1994275.783
2016/6/6 15:00,2071400.578
2016/6/6 16:00,2160560.364
2016/6/6 17:00,2199069.391
2016/6/6 18:00,1479735.049
2016/6/6 19:00,1346142.75
2016/6/6 20:00,1357596.536
2016/6/6 21:00,1322895.511
2016/6/6 22:00,1078140.069
2016/6/6 23:00,1121928.084
2016/6/7 0:00,1436252.94
2016/6/7 1:00,1411224.836
2016/6/7 2:00,1389639.25
2016/6/7 3:00,1385974.072
2016/6/7 4:00,1375260.904
2016/6/7 5:00,1323217.881
2016/6/7 6:00,1294590.348
2016/6/7 7:00,2370021.793
2016/6/7 8:00,2228938.39
2016/6/7 9:00,1907963.62
2016/6/7 10:00,1782511.961
2016/6/7 11:00,1816473.551
2016/6/7 12:00,1959135.54
2016/6/7 13:00,1962641.062
2016/6/7 14:00,1737378.197
2016/6/7 15:00,1795258.03
2016/6/7 16:00,1888497.609
2016/6/7 17:00,1956905.49
2016/6/7 18:00,1306099.076
2016/6/7 19:00,1193313.415
2016/6/7 20:00,1217799.702
2016/6/7 21:00,1205422.487
2016/6/7 22:00,1660654.888
2016/6/7 23:00,1614929.791
2016/6/8 0:00,1443475.267
2016/6/8 1:00,1428956.149
2016/6/8 2:00,1403912.49
2016/6/8 3:00,1397782.672
2016/6/8 4:00,1390417.367
2016/6/8 5:00,1337776.583
2016/6/8 6:00,1312236.278
2016/6/8 7:00,2191206.44
2016/6/8 8:00,2176111.252
2016/6/8 9:00,1906856.666
2016/6/8 10:00,1768971.96
2016/6/8 11:00,1833102.546
2016/6/8 12:00,1982778.685
2016/6/8 13:00,1972284.891
2016/6/8 14:00,1733083.82
2016/6/8 15:00,1797271.8
2016/6/8 16:00,1891044.071
2016/6/8 17:00,1946499.934
2016/6/8 18:00,1288369.497
2016/6/8 19:00,1184912.502
2016/6/8 20:00,1202468.089
2016/6/8 21:00,1210850.373
2016/6/8 22:00,1659093.104
2016/6/8 23:00,1626493.842
2016/6/9 0:00,1073314.131
2016/6/9 1:00,1040918.841
2016/6/9 2:00,1029507.223
2016/6/9 3:00,1031272.016
2016/6/9 4:00,1028252.081
2016/6/9 5:00,1027675.318
2016/6/9 6:00,1054283.595
2016/6/9 7:00,1801751.137
2016/6/9 8:00,2492755.333
2016/6/9 9:00,2256690.992
2016/6/9 10:00,2246527.998
2016/6/9 11:00,2312354.287
2016/6/9 12:00,2405389.945
2016/6/9 13:00,2430505.583
2016/6/9 14:00,2162965.941
2016/6/9 15:00,2264165.143
2016/6/9 16:00,2371257.89
2016/6/9 17:00,2356856.291
2016/6/9 18:00,1605063.608
2016/6/9 19:00,1487246.942
2016/6/9 20:00,1457146.964
2016/6/9 21:00,1487715.947
2016/6/9 22:00,1265761.377
2016/6/9 23:00,1113707.086
2016/6/10 0:00,998653.2786
2016/6/10 1:00,1010398.115
2016/6/10 2:00,1007335.379
2016/6/10 3:00,1003824.235
2016/6/10 4:00,1009413.187
2016/6/10 5:00,998436.9986
2016/6/10 6:00,1030705.342
2016/6/10 7:00,1748061.153
2016/6/10 8:00,2476306.32
2016/6/10 9:00,2219064.831
2016/6/10 10:00,2200096.347
2016/6/10 11:00,2299630.589
2016/6/10 12:00,2433973.254
2016/6/10 13:00,2468618.231
2016/6/10 14:00,2178227.186
2016/6/10 15:00,2228284.994
2016/6/10 16:00,2332758.683
2016/6/10 17:00,2259621.686
2016/6/10 18:00,2211533.584
2016/6/10 19:00,2176193.102
2016/6/10 20:00,2173940.127
2016/6/10 21:00,2171379.48
2016/6/10 22:00,2153095.739
2016/6/10 23:00,2124681.964
2016/6/11 0:00,2084501.253
2016/6/11 1:00,2105106.935
2016/6/11 2:00,2122380.432
2016/6/11 3:00,2140413.143
2016/6/11 4:00,2157022.77
2016/6/11 5:00,2119614.914
2016/6/11 6:00,2103069.485
2016/6/11 7:00,2268072.833
2016/6/11 8:00,2258398.299
2016/6/11 9:00,2327075.68
2016/6/11 10:00,2296551.074
2016/6/11 11:00,2367357.629
2016/6/11 12:00,2332407.803
2016/6/11 13:00,2264782.745
2016/6/11 14:00,2164062.178
2016/6/11 15:00,2134557.588
2016/6/11 16:00,2163388.291
2016/6/11 17:00,2150499.495
2016/6/11 18:00,2090887.32
2016/6/11 19:00,2097834.057
2016/6/11 20:00,2115477.118
2016/6/11 21:00,2128153.932
2016/6/11 22:00,2139250.797
2016/6/11 23:00,2151924.852
2016/6/12 0:00,2168453.625
2016/6/12 1:00,2189539.903
2016/6/12 2:00,2205120.111
2016/6/12 3:00,2213720.481
2016/6/12 4:00,2230402.13
2016/6/12 5:00,2232869.856
2016/6/12 6:00,2114982.929
2016/6/12 7:00,2077075.183
2016/6/12 8:00,2055044.262
2016/6/12 9:00,2035604.724
2016/6/12 10:00,2018910.238
2016/6/12 11:00,2014425.792
2016/6/12 12:00,2008523.225
2016/6/12 13:00,2030045.149
2016/6/12 14:00,2016167.382
2016/6/12 15:00,1995070.482
2016/6/12 16:00,2030592.56
2016/6/12 17:00,2073078.804
2016/6/12 18:00,2153319.591
2016/6/12 19:00,2145618.401
2016/6/12 20:00,2135373.1
2016/6/12 21:00,2145844.02
2016/6/12 22:00,2155377.164
2016/6/12 23:00,2165312.89
2016/6/13 0:00,2174880.533
2016/6/13 1:00,2188016.444
2016/6/13 2:00,2199842.081
2016/6/13 3:00,2214678.937
2016/6/13 4:00,2230593.39
2016/6/13 5:00,1102192.678
2016/6/13 6:00,1010030.322
2016/6/13 7:00,1671588.587
2016/6/13 8:00,2381865.143
2016/6/13 9:00,2177480.807
2016/6/13 10:00,2059868.345
2016/6/13 11:00,2185057.924
2016/6/13 12:00,2294387.28
2016/6/13 13:00,2360752.615
2016/6/13 14:00,2139547.018
2016/6/13 15:00,2235664.082
2016/6/13 16:00,2337313.935
2016/6/13 17:00,2231881.261
2016/6/13 18:00,1457994.909
2016/6/13 19:00,1342472.825
2016/6/13 20:00,1307648.15
2016/6/13 21:00,1320215.461
2016/6/13 22:00,1130670.782
2016/6/13 23:00,1164893.784